career_id,career_title,skill_id,skill_name,skill_category,importance,in_demand,hot_technology,description
CAR026,UI/UX Designer,SK066,Adobe XD,UI/UX,High,Yes,No,Vector-based user experience design tool for web apps and mobile apps.
CAR026,UI/UX Designer,SK067,Wireframing,UI/UX,Critical,Yes,No,Creating structural blueprints for web pages or apps to establish layout and functionality.
CAR026,UI/UX Designer,SK068,Prototyping,UI/UX,Critical,Yes,No,Building interactive models of applications to test user flows and interactions.
CAR026,UI/UX Designer,SK129,User Research,UI/UX,High,Yes,No,Systematic study of target users and their requirements to add realistic contexts and insights to design processes.
CAR026,UI/UX Designer,SK130,Usability Testing,UI/UX,High,Yes,No,Evaluating a product or service by testing it with representative users.
CAR026,UI/UX Designer,SK131,Information Architecture,UI/UX,High,Yes,No,Structural design of shared information environments to support usability and findability.
CAR026,UI/UX Designer,SK132,Interaction Design,UI/UX,Critical,Yes,No,Design of the interaction between users and products.
CAR026,UI/UX Designer,SK018,HTML/CSS,Web Development,Medium,Yes,No,Fundamental technologies for structuring and styling content on the World Wide Web.
CAR026,UI/UX Designer,SK133,Design Systems,UI/UX,High,Yes,Yes,"Collection of reusable components, guided by clear standards, that can be assembled together to build any number of applications."
CAR027,Product Designer,SK055,Figma,UI/UX,Critical,Yes,Yes,Collaborative web application for interface design and prototyping.
CAR027,Product Designer,SK133,Design Systems,UI/UX,Critical,Yes,Yes,"Collection of reusable components, guided by clear standards, that can be assembled together to build any number of applications."
CAR027,Product Designer,SK068,Prototyping,UI/UX,Critical,Yes,No,Building interactive models of applications to test user flows and interactions.
CAR027,Product Designer,SK129,User Research,UI/UX,High,Yes,No,Systematic study of target users and their requirements to add realistic contexts and insights to design processes.
CAR027,Product Designer,SK134,Product Strategy,Product Management,High,Yes,No,High-level plan describing what a business hopes to accomplish with its product.
CAR027,Product Designer,SK130,Usability Testing,UI/UX,High,Yes,No,Evaluating a product or service by testing it with representative users.
CAR027,Product Designer,SK067,Wireframing,UI/UX,High,Yes,No,Creating structural blueprints for web pages or apps to establish layout and functionality.
CAR027,Product Designer,SK131,Information Architecture,UI/UX,Medium,Yes,No,Structural design of shared information environments to support usability and findability.
CAR027,Product Designer,SK135,Data-Driven Design,UI/UX,High,Yes,Yes,Using quantitative and qualitative data to inform and validate design decisions.
CAR027,Product Designer,SK018,HTML/CSS,Web Development,Medium,Yes,No,Fundamental technologies for structuring and styling content on the World Wide Web.
CAR028,Data Analyst,SK005,SQL,Database,Critical,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CAR028,Data Analyst,SK136,Excel,Analytics,Critical,Yes,No,Spreadsheet software developed by Microsoft for data analysis and visualization.
CAR028,Data Analyst,SK137,Tableau,Analytics,High,Yes,No,Interactive data visualization software focused on business intelligence.
CAR028,Data Analyst,SK138,Power BI,Analytics,High,Yes,Yes,Interactive data visualization software product developed by Microsoft with primary focus on business intelligence.
CAR028,Data Analyst,SK001,Python,Programming,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CAR028,Data Analyst,SK010,Pandas,Data Science,High,Yes,No,Data manipulation and analysis library for Python providing high-performance data structures.
CAR028,Data Analyst,SK041,Statistics,Data Science,High,Yes,No,"Mathematical science pertaining to the collection, analysis, interpretation, and presentation of data."
CAR028,Data Analyst,SK042,Data Visualization,Data Science,Critical,Yes,No,Graphical representation of information and data to highlight patterns and trends.
CAR028,Data Analyst,SK139,Data Cleaning,Data Science,Critical,Yes,No,"Process of preparing data for analysis by removing or modifying data that is incorrect, incomplete, irrelevant, duplicated, or improperly formatted."
CAR028,Data Analyst,SK044,R,Programming,Medium,No,No,Programming language and free software environment for statistical computing and graphics.
CAR029,Business Analyst,SK140,Requirements Gathering,Analytics,Critical,Yes,No,Process of determining user expectations for a new or modified product.
CAR029,Business Analyst,SK141,Business Process Modeling,Analytics,Critical,Yes,No,"Activity of representing processes of an enterprise, so that the current process may be analyzed or improved."
CAR029,Business Analyst,SK005,SQL,Database,High,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CAR029,Business Analyst,SK136,Excel,Analytics,Critical,Yes,No,Spreadsheet software developed by Microsoft for data analysis and visualization.
CAR029,Business Analyst,SK142,Data Analysis,Analytics,High,Yes,No,"Process of inspecting, cleansing, transforming, and modeling data to discover useful information."
CAR029,Business Analyst,SK137,Tableau,Analytics,Medium,Yes,No,Interactive data visualization software focused on business intelligence.
CAR029,Business Analyst,SK138,Power BI,Analytics,Medium,Yes,Yes,Interactive data visualization software product developed by Microsoft with primary focus on business intelligence.
CAR029,Business Analyst,SK069,Agile Methodologies,Product Management,High,Yes,No,Project management approaches focusing on iterative development and continuous feedback.
CAR029,Business Analyst,SK071,Jira,Product Management,High,Yes,No,Proprietary issue tracking product developed by Atlassian for bug tracking and agile project management.
CAR029,Business Analyst,SK143,Stakeholder Management,Product Management,Critical,Yes,No,Process of maintaining good relationships with the people who have most impact on your work.
CAR030,Solutions Architect,SK012,AWS,Cloud,Critical,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CAR030,Solutions Architect,SK028,Azure,Cloud,High,Yes,No,Microsoft's public cloud computing platform providing a broad range of cloud services.
CAR030,Solutions Architect,SK047,Software Architecture,Software Engineering,Critical,Yes,No,High-level structure of a software system and the discipline of creating such structures.
CAR030,Solutions Architect,SK144,System Design,Software Engineering,Critical,Yes,Yes,"Process of defining the architecture, modules, interfaces, and data for a system to satisfy specified requirements."
CAR030,Solutions Architect,SK145,Microservices,Software Engineering,High,Yes,Yes,Architectural style that structures an application as a collection of loosely coupled services.
CAR030,Solutions Architect,SK019,REST APIs,Web Development,High,Yes,No,Architectural style for designing networked applications and integrating software services.
CAR030,Solutions Architect,SK006,Docker,DevOps,High,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CAR030,Solutions Architect,SK008,Kubernetes,DevOps,High,Yes,Yes,"Container orchestration platform for automating application deployment, scaling, and management."
CAR030,Solutions Architect,SK146,Enterprise Architecture,Software Engineering,High,Yes,No,"Practice of analyzing, designing, planning and implementing enterprise analysis to successfully execute on business strategies."
CAR030,Solutions Architect,SK147,Security Architecture,Cybersecurity,High,Yes,No,"Design artifacts that describe how the security controls are positioned, and how they relate to the overall IT architecture."
CAR030,Solutions Architect,SK005,SQL,Database,Medium,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CAR031,QA Engineer,SK081,Selenium,QA,Critical,Yes,No,Portable framework for testing web applications.
CAR031,QA Engineer,SK082,Automated Testing,QA,Critical,Yes,No,Use of software separate from the software being tested to control the execution of tests.
CAR031,QA Engineer,SK083,Manual Testing,QA,High,Yes,No,Process of manually testing software for defects without using automated tools.
CAR031,QA Engineer,SK001,Python,Programming,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CAR031,QA Engineer,SK013,Java,Programming,High,Yes,No,"High-level, class-based, object-oriented programming language widely used for enterprise applications."
CAR031,QA Engineer,SK005,SQL,Database,High,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CAR031,QA Engineer,SK007,Git,DevOps,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CAR031,QA Engineer,SK020,CI/CD,DevOps,Medium,Yes,No,Continuous integration and continuous deployment practices for automated software delivery.
CAR031,QA Engineer,SK148,Postman,QA,High,Yes,No,"API platform for building and using APIs, widely used for API testing."
CAR031,QA Engineer,SK149,TestNG,QA,Medium,Yes,No,Testing framework inspired from JUnit and NUnit but introducing some new functionalities.
CAR031,QA Engineer,SK150,JUnit,QA,Medium,Yes,No,Unit testing framework for the Java programming language.
CAR032,Automation Test Engineer,SK081,Selenium,QA,Critical,Yes,No,Portable framework for testing web applications.
CAR032,Automation Test Engineer,SK082,Automated Testing,QA,Critical,Yes,No,Use of software separate from the software being tested to control the execution of tests.
CAR032,Automation Test Engineer,SK001,Python,Programming,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CAR032,Automation Test Engineer,SK013,Java,Programming,High,Yes,No,"High-level, class-based, object-oriented programming language widely used for enterprise applications."
CAR032,Automation Test Engineer,SK015,JavaScript,Programming,High,Yes,No,"Core programming language of the Web, used for interactive and dynamic content."
CAR032,Automation Test Engineer,SK020,CI/CD,DevOps,High,Yes,No,Continuous integration and continuous deployment practices for automated software delivery.
CAR032,Automation Test Engineer,SK006,Docker,DevOps,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CAR032,Automation Test Engineer,SK007,Git,DevOps,Critical,Yes,No,Version control system used for tracking code changes and collaborating on software.
CAR032,Automation Test Engineer,SK148,Postman,QA,High,Yes,No,"API platform for building and using APIs, widely used for API testing."
CAR032,Automation Test Engineer,SK151,Cypress,QA,High,Yes,Yes,Next generation front end testing tool built for the modern web.
CAR032,Automation Test Engineer,SK152,Appium,QA,High,Yes,No,"Open source test automation framework for use with native, hybrid and mobile web apps."
CAR033,Systems Engineer,SK021,Linux,Systems,Critical,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CAR033,Systems Engineer,SK086,Windows Server,Systems,High,Yes,No,Group of operating systems designed by Microsoft that supports enterprise-level management.
CAR033,Systems Engineer,SK061,Bash Scripting,Systems,High,Yes,No,Command language and Unix shell used for automating system administration tasks.
CAR033,Systems Engineer,SK001,Python,Programming,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CAR033,Systems Engineer,SK006,Docker,DevOps,High,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CAR033,Systems Engineer,SK008,Kubernetes,DevOps,High,Yes,Yes,"Container orchestration platform for automating application deployment, scaling, and management."
CAR033,Systems Engineer,SK012,AWS,Cloud,High,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CAR033,Systems Engineer,SK028,Azure,Cloud,High,Yes,No,Microsoft's public cloud computing platform providing a broad range of cloud services.
CAR033,Systems Engineer,SK030,Terraform,DevOps,Medium,Yes,Yes,"Infrastructure as code software tool for building, changing, and versioning infrastructure safely."
CAR033,Systems Engineer,SK088,VMware,Systems,High,Yes,No,Cloud computing and virtualization technology company.
CAR033,Systems Engineer,SK153,PowerShell,Systems,High,Yes,No,Task automation and configuration management program from Microsoft.
CAR034,Product Manager,SK069,Agile Methodologies,Management,Critical,Yes,No,Project management approaches focusing on iterative development and continuous feedback.
CAR034,Product Manager,SK070,Scrum,Management,High,Yes,No,"Agile framework for developing, delivering, and sustaining complex products."
CAR034,Product Manager,SK071,Jira,Management,High,Yes,No,Proprietary issue tracking product developed by Atlassian for bug tracking and agile project management.
CAR034,Product Manager,SK072,Product Strategy,Management,Critical,Yes,No,High-level plan describing what a business hopes to accomplish with its product.
CAR034,Product Manager,SK073,Data Analysis,Data Science,High,Yes,No,"Process of inspecting, cleansing, transforming, and modeling data to discover useful information."
CAR034,Product Manager,SK130,Usability Testing,UI/UX,Medium,Yes,No,Evaluating a product or service by testing it with representative users.
CAR034,Product Manager,SK129,User Research,UI/UX,High,Yes,No,Systematic study of target users and their requirements to add realistic contexts and insights to design processes.
CAR034,Product Manager,SK140,Requirements Gathering,Analytics,Critical,Yes,No,Process of determining user expectations for a new or modified product.
CAR034,Product Manager,SK143,Stakeholder Management,Management,Critical,Yes,No,Process of maintaining good relationships with the people who have most impact on your work.
CAR034,Product Manager,SK154,Roadmapping,Management,Critical,Yes,No,Process of creating a strategic plan that defines a goal or desired outcome and includes the major steps or milestones needed to reach it.
CAR035,Technical Product Manager,SK069,Agile Methodologies,Management,Critical,Yes,No,Project management approaches focusing on iterative development and continuous feedback.
CAR035,Technical Product Manager,SK070,Scrum,Management,High,Yes,No,"Agile framework for developing, delivering, and sustaining complex products."
CAR035,Technical Product Manager,SK071,Jira,Management,High,Yes,No,Proprietary issue tracking product developed by Atlassian for bug tracking and agile project management.
CAR035,Technical Product Manager,SK072,Product Strategy,Management,Critical,Yes,No,High-level plan describing what a business hopes to accomplish with its product.
CAR035,Technical Product Manager,SK019,REST APIs,Web Development,High,Yes,No,Architectural style for designing networked applications and integrating software services.
CAR035,Technical Product Manager,SK005,SQL,Database,High,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CAR035,Technical Product Manager,SK012,AWS,Cloud,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CAR035,Technical Product Manager,SK144,System Design,Software Engineering,High,Yes,Yes,"Process of defining the architecture, modules, interfaces, and data for a system to satisfy specified requirements."
CAR035,Technical Product Manager,SK140,Requirements Gathering,Analytics,Critical,Yes,No,Process of determining user expectations for a new or modified product.
CAR035,Technical Product Manager,SK154,Roadmapping,Management,Critical,Yes,No,Process of creating a strategic plan that defines a goal or desired outcome and includes the major steps or milestones needed to reach it.
CAR035,Technical Product Manager,SK155,API Design,Software Engineering,High,Yes,No,Process of developing application programming interfaces (APIs) that expose data and application functionality.
CAR036,Computer Vision Engineer,SK001,Python,Programming,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CAR036,Computer Vision Engineer,SK003,Deep Learning,AI/ML,Critical,Yes,Yes,Machine learning approach based on multi-layer neural networks for complex data tasks.
CAR036,Computer Vision Engineer,SK004,PyTorch,AI/ML,Critical,Yes,Yes,Deep learning framework widely used for developing and training neural network models.
CAR036,Computer Vision Engineer,SK009,TensorFlow,AI/ML,High,Yes,Yes,Open-source machine learning framework for training and deploying deep neural networks.
CAR036,Computer Vision Engineer,SK156,OpenCV,AI/ML,Critical,Yes,No,Library of programming functions mainly aimed at real-time computer vision.
CAR036,Computer Vision Engineer,SK157,Image Processing,AI/ML,Critical,Yes,No,"Method to perform some operations on an image, in order to get an enhanced image or to extract some useful information from it."
CAR036,Computer Vision Engineer,SK158,Object Detection,AI/ML,High,Yes,Yes,Computer vision technique for locating instances of objects in images or videos.
CAR036,Computer Vision Engineer,SK159,Image Segmentation,AI/ML,High,Yes,Yes,Process of partitioning a digital image into multiple segments (sets of pixels).
CAR036,Computer Vision Engineer,SK040,NumPy,Data Science,High,Yes,No,Fundamental package for scientific computing with Python supporting large arrays and matrices.
CAR036,Computer Vision Engineer,SK006,Docker,DevOps,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CAR036,Computer Vision Engineer,SK007,Git,DevOps,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CAR037,NLP Engineer,SK001,Python,Programming,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CAR037,NLP Engineer,SK003,Deep Learning,AI/ML,Critical,Yes,Yes,Machine learning approach based on multi-layer neural networks for complex data tasks.
CAR037,NLP Engineer,SK004,PyTorch,AI/ML,Critical,Yes,Yes,Deep learning framework widely used for developing and training neural network models.
CAR037,NLP Engineer,SK009,TensorFlow,AI/ML,High,Yes,Yes,Open-source machine learning framework for training and deploying deep neural networks.
CAR037,NLP Engineer,SK037,Large Language Models,Generative AI,Critical,Yes,Yes,Advanced AI models trained on massive text datasets to understand and generate human language.
CAR037,NLP Engineer,SK160,Natural Language Processing,AI/ML,Critical,Yes,Yes,"Subfield of linguistics, computer science, and artificial intelligence concerned with the interactions between computers and human language."
CAR037,NLP Engineer,SK161,Hugging Face Transformers,AI/ML,Critical,Yes,Yes,"Library that provides thousands of pretrained models to perform tasks on different modalities such as text, vision, and audio."
CAR037,NLP Engineer,SK162,Text Classification,AI/ML,High,Yes,No,Machine learning technique that assigns a set of predefined categories to open-ended text.
CAR037,NLP Engineer,SK163,Named Entity Recognition,AI/ML,High,Yes,No,Subtask of information extraction that seeks to locate and classify named entities mentioned in unstructured text.
CAR037,NLP Engineer,SK040,NumPy,Data Science,High,Yes,No,Fundamental package for scientific computing with Python supporting large arrays and matrices.
CAR037,NLP Engineer,SK006,Docker,DevOps,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CAR038,Generative AI Engineer,SK001,Python,Programming,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CAR038,Generative AI Engineer,SK003,Deep Learning,AI/ML,High,Yes,Yes,Machine learning approach based on multi-layer neural networks for complex data tasks.
CAR038,Generative AI Engineer,SK004,PyTorch,AI/ML,High,Yes,Yes,Deep learning framework widely used for developing and training neural network models.
CAR038,Generative AI Engineer,SK036,Generative AI,Generative AI,Critical,Yes,Yes,"AI systems capable of generating text, images, or other media in response to prompts."
CAR038,Generative AI Engineer,SK037,Large Language Models,Generative AI,Critical,Yes,Yes,Advanced AI models trained on massive text datasets to understand and generate human language.
CAR038,Generative AI Engineer,SK161,Hugging Face Transformers,AI/ML,High,Yes,Yes,"Library that provides thousands of pretrained models to perform tasks on different modalities such as text, vision, and audio."
CAR038,Generative AI Engineer,SK164,Prompt Engineering,Generative AI,Critical,Yes,Yes,Process of structuring text that can be interpreted and understood by a generative AI model.
CAR038,Generative AI Engineer,SK165,LangChain,Generative AI,Critical,Yes,Yes,Framework designed to simplify the creation of applications using large language models.
CAR038,Generative AI Engineer,SK166,Diffusion Models,Generative AI,Medium,Yes,Yes,Class of latent variable models used for generating high-quality images and audio.
CAR038,Generative AI Engineer,SK006,Docker,DevOps,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CAR038,Generative AI Engineer,SK012,AWS,Cloud,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CAR039,MLOps Engineer,SK001,Python,Programming,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CAR039,MLOps Engineer,SK039,MLOps,MLOps,Critical,Yes,Yes,"Practices for deploying, monitoring, and maintaining machine learning models in production."
CAR039,MLOps Engineer,SK006,Docker,DevOps,Critical,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CAR039,MLOps Engineer,SK008,Kubernetes,DevOps,Critical,Yes,Yes,"Container orchestration platform for automating application deployment, scaling, and management."
CAR039,MLOps Engineer,SK020,CI/CD,DevOps,Critical,Yes,No,Continuous integration and continuous deployment practices for automated software delivery.
CAR039,MLOps Engineer,SK012,AWS,Cloud,High,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CAR039,MLOps Engineer,SK030,Terraform,DevOps,High,Yes,Yes,"Infrastructure as code software tool for building, changing, and versioning infrastructure safely."
CAR039,MLOps Engineer,SK007,Git,DevOps,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CAR039,MLOps Engineer,SK167,MLflow,MLOps,High,Yes,Yes,Open source platform for the machine learning lifecycle.
CAR039,MLOps Engineer,SK168,Kubeflow,MLOps,High,Yes,Yes,Machine learning toolkit for Kubernetes.
CAR039,MLOps Engineer,SK169,Model Monitoring,MLOps,Critical,Yes,Yes,Process of tracking the performance of machine learning models in production.
CAR040,Cloud Architect,SK012,AWS,Cloud,Critical,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CAR040,Cloud Architect,SK028,Azure,Cloud,High,Yes,No,Microsoft's public cloud computing platform providing a broad range of cloud services.
CAR040,Cloud Architect,SK029,Google Cloud,Cloud,Medium,Yes,No,Suite of cloud computing services offered by Google.
CAR040,Cloud Architect,SK047,Software Architecture,Software Engineering,Critical,Yes,No,High-level structure of a software system and the discipline of creating such structures.
CAR040,Cloud Architect,SK144,System Design,Software Engineering,Critical,Yes,Yes,"Process of defining the architecture, modules, interfaces, and data for a system to satisfy specified requirements."
CAR040,Cloud Architect,SK145,Microservices,Software Engineering,High,Yes,Yes,Architectural style that structures an application as a collection of loosely coupled services.
CAR040,Cloud Architect,SK006,Docker,DevOps,High,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CAR040,Cloud Architect,SK008,Kubernetes,DevOps,High,Yes,Yes,"Container orchestration platform for automating application deployment, scaling, and management."
CAR040,Cloud Architect,SK030,Terraform,DevOps,High,Yes,Yes,"Infrastructure as code software tool for building, changing, and versioning infrastructure safely."
CAR040,Cloud Architect,SK021,Linux,Systems,High,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CAR040,Cloud Architect,SK031,Network Security,Cybersecurity,High,Yes,No,Practices and technologies designed to protect the usability and integrity of networks.
CAR041,Information Security Manager,SK031,Network Security,Cybersecurity,Critical,Yes,No,Practices and technologies designed to protect the usability and integrity of networks.
CAR041,Information Security Manager,SK064,SIEM,Cybersecurity,High,Yes,No,Security information and event management for real-time analysis of security alerts.
CAR041,Information Security Manager,SK147,Security Architecture,Cybersecurity,Critical,Yes,No,"Design artifacts that describe how the security controls are positioned, and how they relate to the overall IT architecture."
CAR041,Information Security Manager,SK170,Risk Management,Cybersecurity,Critical,Yes,No,"Identification, evaluation, and prioritization of risks followed by coordinated and economical application of resources."
CAR041,Information Security Manager,SK171,"Compliance (ISO 27001, SOC 2)",Cybersecurity,Critical,Yes,No,Adhering to security standards and regulatory requirements.
CAR041,Information Security Manager,SK172,Incident Response,Cybersecurity,Critical,Yes,No,Approach to managing the aftermath of a security breach or cyberattack.
CAR041,Information Security Manager,SK173,Vulnerability Management,Cybersecurity,High,Yes,No,"Cyclical practice of identifying, classifying, prioritizing, remediating, and mitigating software vulnerabilities."
CAR041,Information Security Manager,SK174,Identity and Access Management,Cybersecurity,High,Yes,No,Framework of policies and technologies for ensuring that the proper people in an enterprise have the appropriate access to technology resources.
CAR041,Information Security Manager,SK021,Linux,Systems,Medium,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CAR041,Information Security Manager,SK012,AWS,Cloud,High,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CAR042,Network Administrator,SK031,Network Security,Cybersecurity,High,Yes,No,Practices and technologies designed to protect the usability and integrity of networks.
CAR042,Network Administrator,SK175,Routing and Switching,Systems,Critical,Yes,No,Process of moving packets across a network from one host to a another.
CAR042,Network Administrator,SK176,Cisco IOS,Systems,High,Yes,No,Family of network operating systems used on many Cisco Systems routers and current Cisco network switches.
CAR042,Network Administrator,SK177,Firewalls,Cybersecurity,Critical,Yes,No,Network security system that monitors and controls incoming and outgoing network traffic.
CAR042,Network Administrator,SK178,VPNs,Cybersecurity,High,Yes,No,Virtual private network that extends a private network across a public network.
CAR042,Network Administrator,SK179,Network Monitoring,Systems,High,Yes,No,Use of a system that constantly monitors a computer network for slow or failing components.
CAR042,Network Administrator,SK180,TCP/IP,Systems,Critical,Yes,No,Conceptual model and set of communications protocols used in the Internet and similar computer networks.
CAR042,Network Administrator,SK021,Linux,Systems,Medium,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CAR042,Network Administrator,SK086,Windows Server,Systems,Medium,Yes,No,Group of operating systems designed by Microsoft that supports enterprise-level management.
CAR042,Network Administrator,SK181,Wireshark,Systems,High,Yes,No,Free and open-source packet analyzer.
CAR043,Systems Administrator,SK021,Linux,Systems,Critical,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CAR043,Systems Administrator,SK086,Windows Server,Systems,Critical,Yes,No,Group of operating systems designed by Microsoft that supports enterprise-level management.
CAR043,Systems Administrator,SK087,Active Directory,Systems,Critical,Yes,No,Directory service developed by Microsoft for Windows domain networks.
CAR043,Systems Administrator,SK088,VMware,Systems,High,Yes,No,Cloud computing and virtualization technology company.
CAR043,Systems Administrator,SK061,Bash Scripting,Systems,High,Yes,No,Command language and Unix shell used for automating system administration tasks.
CAR043,Systems Administrator,SK153,PowerShell,Systems,High,Yes,No,Task automation and configuration management program from Microsoft.
CAR043,Systems Administrator,SK182,Backup and Recovery,Systems,Critical,Yes,No,Process of creating and storing copies of data that can be used to protect organizations against data loss.
CAR043,Systems Administrator,SK183,System Monitoring,Systems,High,Yes,No,Process of tracking the resources and performance of a computer system.
CAR043,Systems Administrator,SK012,AWS,Cloud,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CAR043,Systems Administrator,SK028,Azure,Cloud,Medium,Yes,No,Microsoft's public cloud computing platform providing a broad range of cloud services.
CAR044,IT Support Specialist,SK086,Windows Server,Systems,High,Yes,No,Group of operating systems designed by Microsoft that supports enterprise-level management.
CAR044,IT Support Specialist,SK087,Active Directory,Systems,High,Yes,No,Directory service developed by Microsoft for Windows domain networks.
CAR044,IT Support Specialist,SK184,Troubleshooting,Systems,Critical,Yes,No,"Form of problem solving, often applied to repair failed products or processes on a machine or a system."
CAR044,IT Support Specialist,SK185,Help Desk Software,Systems,High,Yes,No,Software that allows businesses to resolve customer queries faster and more efficiently.
CAR044,IT Support Specialist,SK186,Hardware Maintenance,Systems,High,Yes,No,Process of keeping computer hardware in good working order.
CAR044,IT Support Specialist,SK187,Office 365 Administration,Systems,Critical,Yes,No,Management of Microsoft Office 365 services and subscriptions.
CAR044,IT Support Specialist,SK188,Customer Service,Soft Skills,Critical,Yes,No,Assistance and advice provided by a company to those people who buy or use its products or services.
CAR044,IT Support Specialist,SK189,Network Troubleshooting,Systems,High,Yes,No,"Process of measuring, identifying, and resolving network-related issues."
CAR044,IT Support Specialist,SK021,Linux,Systems,Medium,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CAR044,IT Support Specialist,SK190,Mobile Device Management,Systems,Medium,Yes,No,"Administration of mobile devices, such as smartphones, tablet computers and laptops."
CAR045,Technical Support Engineer,SK184,Troubleshooting,Systems,Critical,Yes,No,"Form of problem solving, often applied to repair failed products or processes on a machine or a system."
CAR045,Technical Support Engineer,SK005,SQL,Database,High,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CAR045,Technical Support Engineer,SK021,Linux,Systems,High,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CAR045,Technical Support Engineer,SK019,REST APIs,Web Development,Medium,Yes,No,Architectural style for designing networked applications and integrating software services.
CAR045,Technical Support Engineer,SK185,Help Desk Software,Systems,High,Yes,No,Software that allows businesses to resolve customer queries faster and more efficiently.
CAR045,Technical Support Engineer,SK189,Network Troubleshooting,Systems,High,Yes,No,"Process of measuring, identifying, and resolving network-related issues."
CAR045,Technical Support Engineer,SK191,Log Analysis,Systems,Critical,Yes,No,"Process of reviewing, interpreting, and understanding computer-generated records called logs."
CAR045,Technical Support Engineer,SK001,Python,Programming,Medium,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CAR045,Technical Support Engineer,SK012,AWS,Cloud,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CAR045,Technical Support Engineer,SK188,Customer Service,Soft Skills,Critical,Yes,No,Assistance and advice provided by a company to those people who buy or use its products or services.
CAR046,Application Security Engineer,SK001,Python,Programming,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CAR046,Application Security Engineer,SK005,SQL,Database,Medium,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CAR046,Application Security Engineer,SK007,Git,DevOps,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CAR046,Application Security Engineer,SK020,CI/CD,DevOps,High,Yes,No,Continuous integration and continuous deployment practices for automated software delivery.
CAR046,Application Security Engineer,SK063,Penetration Testing,Cybersecurity,High,Yes,No,"Practice of testing a computer system, network or web application to find security vulnerabilities."
CAR046,Application Security Engineer,SK006,Docker,DevOps,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CAR046,Application Security Engineer,SK012,AWS,Cloud,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CAR046,Application Security Engineer,SK031,Network Security,Cybersecurity,High,Yes,No,Practices and technologies designed to protect the usability and integrity of networks.
CAR046,Application Security Engineer,SK065,Ethical Hacking,Cybersecurity,High,Yes,No,Lawful and authorized bypassing of system security to identify potential data breaches.
CAR046,Application Security Engineer,SK019,REST APIs,Web Development,High,Yes,No,Architectural style for designing networked applications and integrating software services.
CAR046,Application Security Engineer,SK192,Application Security,Cybersecurity,Critical,Yes,Yes,Integration of security practices and tools into the software development lifecycle.
CAR046,Application Security Engineer,SK193,Cryptography,Cybersecurity,Medium,Yes,No,Practice and study of techniques for secure communication in the presence of adversarial behavior.
