dependency_id,source_skill_id,source_skill_name,target_skill_id,target_skill_name,relationship,reason,difficulty,domain
DEP_178,SK_00480,User Research,SK_00479,Usability Testing,strong_prerequisite,Usability testing is a technique used in user-centered interaction design to evaluate a product.,Intermediate,UI/UX
DEP_179,SK_00506,Wireframing,SK_00226,Information Architecture,recommended_prerequisite,Information architecture organizes content logically before wireframes are drawn.,Intermediate,UI/UX
DEP_180,SK_00356,Prototyping,SK_00230,Interaction Design,strong_prerequisite,Interaction design focuses on creating engaging interfaces with well-thought-out behaviors and prototypes.,Intermediate,UI/UX
DEP_181,SK_00176,Figma,SK_00137,Design Systems,recommended_prerequisite,Design systems are comprehensive libraries of reusable components often built and maintained in Figma.,Advanced,UI/UX
DEP_182,SK_00073,C++,SK_00185,Game Physics,recommended_prerequisite,C++ is heavily used to write high-performance game physics engines.,Advanced,Game Development
DEP_183,SK_00475,Unity,SK_00072,C# Scripting,strong_prerequisite,C# is the primary programming language used to write scripts and logic in the Unity game engine.,Intermediate,Game Development
DEP_184,SK_00478,Unreal Engine,SK_00067,Blueprints,prerequisite,Blueprints is the visual scripting system used extensively within Unreal Engine.,Beginner,Game Development
DEP_185,SK_00360,Python,SK_00119,Data Scraping,recommended_prerequisite,Python libraries like Beautiful Soup and Scrapy are standard tools for extracting web data.,Intermediate,Data Engineering
DEP_186,SK_00119,Data Scraping,SK_00114,Data Cleaning,strong_prerequisite,Scraped data is inherently messy and requires extensive cleaning before analysis.,Intermediate,Data Science
DEP_187,SK_00240,JavaScript,SK_00503,WebSockets,recommended_prerequisite,"WebSockets provide full-duplex communication channels over a single TCP connection, often implemented in JS.",Intermediate,Web Development
DEP_188,SK_00314,Node.js,SK_00423,Socket.io,strong_prerequisite,"Socket.io is a library that enables real-time, bidirectional communication for Node.js applications.",Intermediate,Web Development
DEP_189,SK_00382,REST APIs,SK_00344,Postman,recommended_prerequisite,"Postman is an API platform used by developers to build, test, and design REST APIs.",Beginner,Web Development
DEP_190,SK_00450,System Design,SK_00261,Load Balancing,strong_prerequisite,Load balancing is a core system design concept for distributing network traffic across servers.,Advanced,Architecture
DEP_191,SK_00450,System Design,SK_00074,Caching Strategies,strong_prerequisite,Caching is essential in system design to improve application performance and reduce database load.,Advanced,Architecture
DEP_192,SK_00374,Redis,SK_00074,Caching Strategies,recommended_prerequisite,Redis is widely used to implement in-memory caching strategies for web applications.,Intermediate,Architecture
DEP_193,SK_00078,CI/CD,SK_00033,ArgoCD,recommended_prerequisite,"ArgoCD is a declarative, GitOps continuous delivery tool specifically for Kubernetes.",Advanced,DevOps
DEP_194,SK_00252,Kubernetes,SK_00033,ArgoCD,strong_prerequisite,ArgoCD manages application deployments natively within Kubernetes clusters.,Advanced,DevOps
DEP_195,SK_00229,Infrastructure as Code,SK_00021,Ansible,recommended_prerequisite,"Ansible is an open-source software provisioning, configuration management, and application-deployment tool.",Intermediate,DevOps
DEP_196,SK_00257,Linux,SK_00021,Ansible,strong_prerequisite,Ansible relies heavily on SSH and Linux command execution to manage remote servers.,Intermediate,DevOps
DEP_197,SK_00337,Penetration Testing,SK_00313,Nmap,prerequisite,Nmap is a foundational network scanning tool used during the reconnaissance phase of penetration testing.,Beginner,Cybersecurity
DEP_198,SK_00166,Ethical Hacking,SK_00422,Social Engineering,recommended_prerequisite,"Social engineering targets human vulnerabilities, which is a critical aspect of comprehensive ethical hacking.",Intermediate,Cybersecurity
DEP_199,SK_00305,Network Security,SK_00490,VPN Technologies,strong_prerequisite,Virtual Private Networks are core network security tools used to encrypt traffic over untrusted networks.,Intermediate,Cybersecurity
DEP_200,SK_00094,Consensus Mechanisms,SK_00355,Proof of Stake,strong_prerequisite,"Proof of Stake is a specific, widely used consensus mechanism in modern blockchain networks.",Advanced,Blockchain
DEP_201,SK_00429,Solidity,SK_00204,Hardhat,recommended_prerequisite,"Hardhat is a development environment to compile, deploy, test, and debug Ethereum software written in Solidity.",Intermediate,Blockchain
DEP_202,SK_00320,Object-Oriented Programming,SK_00428,SOLID Principles,strong_prerequisite,SOLID principles are five design guidelines intended to make object-oriented designs more understandable and flexible.,Intermediate,Software Engineering
DEP_203,SK_00136,Design Patterns,SK_00299,MVC Architecture,strong_prerequisite,Model-View-Controller is a foundational architectural pattern used in software engineering.,Intermediate,Software Engineering
DEP_204,SK_00240,JavaScript,SK_00244,JSON,prerequisite,JavaScript Object Notation is the standard data interchange format derived from JavaScript.,Beginner,Web Development
DEP_205,SK_00244,JSON,SK_00382,REST APIs,strong_prerequisite,REST APIs predominantly use JSON to format and transmit data payloads between client and server.,Beginner,Web Development
DEP_206,SK_00213,HTML/CSS,SK_00497,Web Accessibility (a11y),strong_prerequisite,Understanding HTML semantics is critical to building web applications accessible to users with disabilities.,Intermediate,Frontend Development
DEP_207,SK_00240,JavaScript,SK_00502,Webpack,recommended_prerequisite,Webpack is a static module bundler for modern JavaScript applications.,Intermediate,Frontend Development
DEP_208,SK_00369,React,SK_00371,React Router,strong_prerequisite,React Router is the standard routing library used to navigate between views in React applications.,Intermediate,Frontend Development
DEP_209,SK_00360,Python,SK_00246,Jupyter Notebooks,prerequisite,Jupyter Notebooks provide an interactive web-based environment for running Python code.,Beginner,Data Science
DEP_210,SK_00246,Jupyter Notebooks,SK_00113,Data Analysis,recommended_prerequisite,Jupyter is the industry-standard environment used by data analysts to explore datasets.,Beginner,Analytics
DEP_211,SK_00435,SQL,SK_00504,Window Functions,strong_prerequisite,Window functions are advanced SQL operations used to perform calculations across sets of table rows.,Advanced,Database
DEP_212,SK_00435,SQL,SK_00125,Database Indexing,strong_prerequisite,Indexing is a database optimization technique requiring strong knowledge of how SQL queries execute.,Advanced,Database
DEP_213,SK_00343,PostgreSQL,SK_00342,PostGIS,recommended_prerequisite,PostGIS is a spatial database extender for PostgreSQL allowing location queries.,Advanced,Database
DEP_214,SK_00046,Amazon Web Services,SK_00013,Amazon DynamoDB,recommended_prerequisite,DynamoDB is AWS's proprietary NoSQL database requiring AWS ecosystem knowledge.,Intermediate,Cloud
DEP_215,SK_00046,Amazon Web Services,SK_00047,AWS CloudFormation,recommended_prerequisite,CloudFormation provides infrastructure as code specifically tailored to the AWS cloud.,Advanced,Cloud
DEP_216,SK_00280,Microsoft Azure,SK_00056,Azure DevOps,recommended_prerequisite,"Azure DevOps provides developer services for support teams to plan work, collaborate, and build.",Intermediate,Cloud
DEP_217,SK_00187,GCP,SK_00063,BigQuery,recommended_prerequisite,"BigQuery is Google's fully managed, serverless data warehouse requiring GCP knowledge.",Intermediate,Cloud
DEP_218,SK_00045,Automation,SK_00102,Cron Jobs,prerequisite,Cron is a time-based job scheduler in Unix-like operating systems used for basic automation.,Beginner,DevOps
DEP_219,SK_00145,Docker,SK_00146,Docker Compose,strong_prerequisite,Docker Compose is a tool for defining and running multi-container Docker applications.,Intermediate,DevOps
DEP_220,SK_00145,Docker,SK_00095,Container Registry,prerequisite,Container registries are used to store and distribute the Docker images built by developers.,Beginner,DevOps
DEP_221,SK_00252,Kubernetes,SK_00238,Istio,recommended_prerequisite,Istio is a service mesh that provides traffic management and security for Kubernetes microservices.,Advanced,DevOps
DEP_222,SK_00276,Metasploit,SK_00172,Exploit Development,strong_prerequisite,Exploit development is an advanced cybersecurity skill that builds upon penetration testing frameworks.,Advanced,Cybersecurity
DEP_223,SK_00105,Cryptography,SK_00392,RSA Algorithm,strong_prerequisite,RSA is a public-key cryptosystem that relies heavily on advanced mathematical cryptography.,Advanced,Cybersecurity
DEP_224,SK_00030,Application Security,SK_00441,Static Code Analysis,recommended_prerequisite,Static analysis tools examine source code before a program is run to find security vulnerabilities.,Intermediate,Cybersecurity
DEP_225,SK_00448,Swift,SK_00510,Xcode,prerequisite,Xcode is Apple's integrated development environment for macOS used to write Swift applications.,Beginner,Mobile Development
DEP_226,SK_00249,Kotlin,SK_00018,Android Studio,prerequisite,Android Studio is the official integrated development environment for Google's Android operating system.,Beginner,Mobile Development
DEP_227,SK_00017,Android Development,SK_00242,Jetpack Compose,recommended_prerequisite,Jetpack Compose is Android's modern toolkit for building native UI using declarative functions.,Intermediate,Mobile Development
DEP_228,SK_00180,Flutter,SK_00357,Provider/Riverpod,recommended_prerequisite,Provider and Riverpod are standard state management solutions used in Flutter applications.,Intermediate,Mobile Development
DEP_229,SK_00450,System Design,SK_00275,Message Queues,strong_prerequisite,Message queues like RabbitMQ or Kafka are used in system design to decouple distributed services.,Advanced,Architecture
DEP_230,SK_00275,Message Queues,SK_00023,Apache Kafka,strong_prerequisite,Kafka is a distributed event streaming platform based on advanced message queue concepts.,Advanced,Data Engineering
DEP_231,SK_00275,Message Queues,SK_00364,RabbitMQ,strong_prerequisite,RabbitMQ is a widely used open-source message broker software.,Intermediate,Architecture
DEP_232,SK_00044,Automated Testing,SK_00459,Test-Driven Development,recommended_prerequisite,TDD is a software development process relying on software requirements being converted to test cases.,Advanced,Software Engineering
DEP_233,SK_00044,Automated Testing,SK_00062,Behavior-Driven Development,recommended_prerequisite,BDD is an agile software development process that encourages collaboration between developers and QA.,Advanced,Software Engineering
DEP_234,SK_00407,Selenium,SK_00107,Cucumber,recommended_prerequisite,"Cucumber is a tool that supports Behavior-Driven Development, often used alongside Selenium.",Intermediate,Testing
DEP_235,SK_00315,NoSQL,SK_00200,Graph Databases,strong_prerequisite,Graph databases like Neo4j are specialized NoSQL databases focused on data relationships.,Advanced,Database
DEP_236,SK_00200,Graph Databases,SK_00303,Neo4j,strong_prerequisite,Neo4j is the most popular native graph database management system.,Advanced,Database
DEP_237,SK_00315,NoSQL,SK_00148,Document Databases,prerequisite,Document databases are a primary category of NoSQL databases designed to store JSON-like documents.,Beginner,Database
DEP_238,SK_00277,Microcontrollers,SK_00218,I2C/SPI Protocols,strong_prerequisite,I2C and SPI are synchronous serial communication protocols used to attach peripherals to microcontrollers.,Intermediate,Embedded Systems
DEP_239,SK_00277,Microcontrollers,SK_00473,UART,strong_prerequisite,UART is a hardware communication protocol that uses asynchronous serial communication.,Intermediate,Embedded Systems
DEP_240,SK_00157,Embedded Linux,SK_00513,Yocto Project,strong_prerequisite,The Yocto Project is an open-source collaboration project that helps developers create custom Linux-based systems.,Advanced,Embedded Systems
DEP_241,SK_00066,Blockchain,SK_00104,Cryptoeconomics,recommended_prerequisite,Cryptoeconomics combines cryptography and economics to design robust decentralized networks.,Advanced,Blockchain
DEP_242,SK_00429,Solidity,SK_00162,ERC-20 Tokens,strong_prerequisite,ERC-20 is the technical standard for smart contracts implementing fungible tokens on Ethereum.,Intermediate,Blockchain
DEP_243,SK_00429,Solidity,SK_00163,ERC-721 Tokens (NFTs),strong_prerequisite,ERC-721 is the standard for representing ownership of non-fungible tokens on the Ethereum blockchain.,Intermediate,Blockchain
DEP_244,SK_00480,User Research,SK_00338,Persona Development,recommended_prerequisite,Personas are fictional characters created based on user research to represent different user types.,Beginner,UI/UX
DEP_245,SK_00356,Prototyping,SK_00278,Microinteractions,recommended_prerequisite,Microinteractions are subtle animations and design elements that enhance the user experience.,Intermediate,UI/UX
DEP_246,SK_00176,Figma,SK_00043,Auto Layout,strong_prerequisite,Auto Layout is a Figma feature that allows designs to dynamically adapt to different screen sizes.,Intermediate,UI/UX
DEP_247,SK_00002,3D Modeling,SK_00481,UV Mapping,strong_prerequisite,UV mapping is the 3D modeling process of projecting a 2D image to a 3D model's surface.,Intermediate,Game Design
DEP_248,SK_00002,3D Modeling,SK_00384,Rigging,strong_prerequisite,Rigging is the process of creating a skeletal structure for a 3D model to allow for animation.,Advanced,Game Design
DEP_249,SK_00475,Unity,SK_00477,Unity UI (uGUI),recommended_prerequisite,Unity UI is the primary system used to create user interfaces within Unity games.,Intermediate,Game Development
DEP_250,SK_00478,Unreal Engine,SK_00269,Material Editor,recommended_prerequisite,The Material Editor is a node-based interface used to create shaders and materials in Unreal.,Intermediate,Game Development
DEP_251,SK_00264,Machine Learning,SK_00288,Model Deployment,strong_prerequisite,Model deployment is the engineering process of integrating a machine learning model into a production environment.,Advanced,MLOps
DEP_252,SK_00288,Model Deployment,SK_00282,MLOps,strong_prerequisite,"MLOps encompasses the entire lifecycle of deploying, monitoring, and maintaining ML models.",Advanced,MLOps
DEP_253,SK_00360,Python,SK_00179,Flask,strong_prerequisite,Flask is a lightweight WSGI web application framework written in Python.,Intermediate,Backend Development
DEP_254,SK_00179,Flask,SK_00382,REST APIs,prerequisite,Flask is highly suited and commonly used for developing lightweight REST APIs.,Intermediate,Backend Development
DEP_255,SK_00239,Java,SK_00211,Hibernate,recommended_prerequisite,Hibernate is an object-relational mapping tool for the Java programming language.,Intermediate,Backend Development
DEP_256,SK_00240,JavaScript,SK_00353,Promises/Async-Await,strong_prerequisite,Asynchronous JavaScript is critical for handling API calls and non-blocking operations.,Intermediate,Frontend Development
DEP_257,SK_00353,Promises/Async-Await,SK_00369,React,recommended_prerequisite,Modern React applications heavily rely on asynchronous JavaScript for data fetching.,Intermediate,Frontend Development
DEP_258,SK_00331,Pandas,SK_00467,Time Series Analysis,recommended_prerequisite,"Time series analysis involves statistical techniques applied to data indexed in time order, often using Pandas.",Advanced,Data Science
DEP_259,SK_00360,Python,SK_00500,Web Scraping,recommended_prerequisite,Python is the dominant language for building scripts that automatically extract data from websites.,Intermediate,Data Engineering
DEP_260,SK_00046,Amazon Web Services,SK_00012,Amazon API Gateway,recommended_prerequisite,"API Gateway is an AWS service for creating, publishing, maintaining, monitoring, and securing REST APIs.",Intermediate,Cloud
DEP_261,SK_00280,Microsoft Azure,SK_00055,Azure Cosmos DB,recommended_prerequisite,"Cosmos DB is Microsoft's globally distributed, multi-model database service.",Intermediate,Cloud
DEP_262,SK_00187,GCP,SK_00197,Google Pub/Sub,recommended_prerequisite,Pub/Sub is an asynchronous and scalable messaging service provided by Google Cloud.,Intermediate,Cloud
DEP_263,SK_00257,Linux,SK_00415,Shell Scripting,strong_prerequisite,Shell scripting involves writing computer programs designed to be run by the Unix shell.,Intermediate,DevOps
DEP_264,SK_00145,Docker,SK_00147,Docker Swarm,recommended_prerequisite,Docker Swarm is a clustering and scheduling tool for Docker containers.,Intermediate,DevOps
DEP_265,SK_00252,Kubernetes,SK_00253,Kustomize,recommended_prerequisite,Kustomize is a configuration management tool built into kubectl for customizing Kubernetes manifests.,Intermediate,DevOps
DEP_266,SK_00305,Network Security,SK_00237,IPSec,strong_prerequisite,IPSec is a secure network protocol suite that authenticates and encrypts packets of data.,Advanced,Cybersecurity
DEP_267,SK_00166,Ethical Hacking,SK_00383,Reverse Engineering,strong_prerequisite,Reverse engineering involves deconstructing software to extract design information and vulnerabilities.,Advanced,Cybersecurity
DEP_268,SK_00030,Application Security,SK_00153,Dynamic Code Analysis (DAST),recommended_prerequisite,DAST tools analyze applications while they are running to find security vulnerabilities.,Intermediate,Cybersecurity
DEP_269,SK_00448,Swift,SK_00088,Combine Framework,recommended_prerequisite,Combine is Apple's declarative Swift API for processing values over time.,Advanced,Mobile Development
DEP_270,SK_00249,Kotlin,SK_00250,Kotlin Coroutines,strong_prerequisite,Coroutines provide asynchronous programming capabilities essential for modern Android apps.,Intermediate,Mobile Development
DEP_271,SK_00180,Flutter,SK_00112,Dart Isolate,recommended_prerequisite,"Isolates are Dart's model for multithreading, necessary for heavy computation in Flutter.",Advanced,Mobile Development
DEP_272,SK_00450,System Design,SK_00076,CAP Theorem,strong_prerequisite,The CAP theorem is a fundamental concept for understanding the trade-offs in distributed data stores.,Advanced,Architecture
DEP_273,SK_00450,System Design,SK_00368,Rate Limiting,strong_prerequisite,Rate limiting is a strategy used to control the amount of incoming and outgoing traffic to a network.,Intermediate,Architecture
DEP_274,SK_00044,Automated Testing,SK_00286,Mocking Frameworks,strong_prerequisite,Mocking frameworks simulate the behavior of real objects for isolated unit testing.,Intermediate,Testing
DEP_275,SK_00245,JUnit,SK_00287,Mockito,recommended_prerequisite,Mockito is a popular mocking framework used in conjunction with JUnit for Java testing.,Intermediate,Testing
DEP_276,SK_00435,SQL,SK_00445,Stored Procedures,strong_prerequisite,Stored procedures are prepared SQL codes that you can save and reuse in a database.,Intermediate,Database
DEP_277,SK_00435,SQL,SK_00126,Database Triggers,strong_prerequisite,Triggers are procedural codes automatically executed in response to certain events on a particular table.,Intermediate,Database
DEP_278,SK_00156,Embedded C,SK_00274,Memory Management,strong_prerequisite,Explicit memory management is critical when writing C code for resource-constrained embedded systems.,Advanced,Embedded Systems
DEP_279,SK_00277,Microcontrollers,SK_00231,Interrupt Handling,strong_prerequisite,Interrupts are signals that temporarily halt the microcontroller's main program to execute urgent tasks.,Advanced,Embedded Systems
DEP_280,SK_00066,Blockchain,SK_00336,Peer-to-Peer Networks,strong_prerequisite,Blockchain operates on decentralized P2P networks rather than client-server architectures.,Intermediate,Blockchain
DEP_281,SK_00429,Solidity,SK_00471,Truffle Framework,recommended_prerequisite,Truffle is a development environment and testing framework for blockchains using the Ethereum Virtual Machine.,Intermediate,Blockchain
DEP_282,SK_00480,User Research,SK_00004,A/B Testing (UX),recommended_prerequisite,A/B testing in UX compares two versions of a webpage or app to determine which performs better.,Intermediate,UI/UX
DEP_283,SK_00506,Wireframing,SK_00060,Balsamiq,recommended_prerequisite,Balsamiq is a rapid wireframing tool that helps reproduce the experience of sketching on a whiteboard.,Beginner,UI/UX
DEP_284,SK_00073,C++,SK_00273,Memory Allocation,strong_prerequisite,Manual memory allocation and deallocation are fundamental concepts in high-performance C++ game engines.,Advanced,Game Development
DEP_285,SK_00475,Unity,SK_00476,Unity Physics 2D,recommended_prerequisite,Unity Physics 2D is the engine module used specifically for simulating 2D game physics.,Intermediate,Game Development
DEP_286,SK_00478,Unreal Engine,SK_00311,Niagara VFX,recommended_prerequisite,Niagara is Unreal Engine's next-generation visual effects system used for particle simulation.,Advanced,Game Development
