career_skill_id,career_id,skill_id,importance,in_demand,hot_technology,description
CS_0267,CAR_107,SK_00279,High,Yes,Yes,Architectural style that structures an application as a collection of loosely coupled services.
CS_0268,CAR_107,SK_00382,High,Yes,No,Architectural style for designing networked applications and integrating software services.
CS_0269,CAR_107,SK_00145,High,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CS_0270,CAR_107,SK_00252,High,Yes,Yes,"Container orchestration platform for automating application deployment, scaling, and management."
CS_0271,CAR_107,SK_00161,High,Yes,No,"Practice of analyzing, designing, planning and implementing enterprise analysis to successfully execute on business strategies."
CS_0272,CAR_107,SK_00404,High,Yes,No,"Design artifacts that describe how the security controls are positioned, and how they relate to the overall IT architecture."
CS_0273,CAR_107,SK_00435,Medium,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CS_0274,CAR_091,SK_00407,Critical,Yes,No,Portable framework for testing web applications.
CS_0275,CAR_091,SK_00044,Critical,Yes,No,Use of software separate from the software being tested to control the execution of tests.
CS_0276,CAR_091,SK_00267,High,Yes,No,Process of manually testing software for defects without using automated tools.
CS_0277,CAR_091,SK_00360,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0278,CAR_091,SK_00239,High,Yes,No,"High-level, class-based, object-oriented programming language widely used for enterprise applications."
CS_0279,CAR_091,SK_00435,High,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CS_0280,CAR_091,SK_00189,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CS_0281,CAR_091,SK_00078,Medium,Yes,No,Continuous integration and continuous deployment practices for automated software delivery.
CS_0282,CAR_091,SK_00344,High,Yes,No,"API platform for building and using APIs, widely used for API testing."
CS_0283,CAR_091,SK_00460,Medium,Yes,No,Testing framework inspired from JUnit and NUnit but introducing some new functionalities.
CS_0284,CAR_091,SK_00245,Medium,Yes,No,Unit testing framework for the Java programming language.
CS_0285,CAR_011,SK_00407,Critical,Yes,No,Portable framework for testing web applications.
CS_0286,CAR_011,SK_00044,Critical,Yes,No,Use of software separate from the software being tested to control the execution of tests.
CS_0287,CAR_011,SK_00360,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0288,CAR_011,SK_00239,High,Yes,No,"High-level, class-based, object-oriented programming language widely used for enterprise applications."
CS_0289,CAR_011,SK_00240,High,Yes,No,"Core programming language of the Web, used for interactive and dynamic content."
CS_0290,CAR_011,SK_00078,High,Yes,No,Continuous integration and continuous deployment practices for automated software delivery.
CS_0291,CAR_011,SK_00145,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CS_0292,CAR_011,SK_00189,Critical,Yes,No,Version control system used for tracking code changes and collaborating on software.
CS_0293,CAR_011,SK_00344,High,Yes,No,"API platform for building and using APIs, widely used for API testing."
CS_0294,CAR_011,SK_00110,High,Yes,Yes,Next generation front end testing tool built for the modern web.
CS_0295,CAR_011,SK_00029,High,Yes,No,"Open source test automation framework for use with native, hybrid and mobile web apps."
CS_0296,CAR_112,SK_00257,Critical,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CS_0297,CAR_112,SK_00505,High,Yes,No,Group of operating systems designed by Microsoft that supports enterprise-level management.
CS_0298,CAR_112,SK_00061,High,Yes,No,Command language and Unix shell used for automating system administration tasks.
CS_0299,CAR_112,SK_00360,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0300,CAR_112,SK_00145,High,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CS_0301,CAR_112,SK_00252,High,Yes,Yes,"Container orchestration platform for automating application deployment, scaling, and management."
CS_0302,CAR_112,SK_00046,High,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0303,CAR_112,SK_00052,High,Yes,No,Microsoft's public cloud computing platform providing a broad range of cloud services.
CS_0304,CAR_112,SK_00458,Medium,Yes,Yes,"Infrastructure as code software tool for building, changing, and versioning infrastructure safely."
CS_0305,CAR_112,SK_00489,High,Yes,No,Cloud computing and virtualization technology company.
CS_0306,CAR_112,SK_00346,High,Yes,No,Task automation and configuration management program from Microsoft.
CS_0307,CAR_089,SK_00008,Critical,Yes,No,Project management approaches focusing on iterative development and continuous feedback.
CS_0308,CAR_089,SK_00400,High,Yes,No,"Agile framework for developing, delivering, and sustaining complex products."
CS_0309,CAR_089,SK_00243,High,Yes,No,Proprietary issue tracking product developed by Atlassian for bug tracking and agile project management.
CS_0310,CAR_089,SK_00350,Critical,Yes,No,High-level plan describing what a business hopes to accomplish with its product.
CS_0311,CAR_089,SK_00113,High,Yes,No,"Process of inspecting, cleansing, transforming, and modeling data to discover useful information."
CS_0312,CAR_089,SK_00479,Medium,Yes,No,Evaluating a product or service by testing it with representative users.
CS_0313,CAR_089,SK_00480,High,Yes,No,Systematic study of target users and their requirements to add realistic contexts and insights to design processes.
CS_0314,CAR_089,SK_00378,Critical,Yes,No,Process of determining user expectations for a new or modified product.
CS_0315,CAR_089,SK_00438,Critical,Yes,No,Process of maintaining good relationships with the people who have most impact on your work.
CS_0316,CAR_089,SK_00387,Critical,Yes,No,Process of creating a strategic plan that defines a goal or desired outcome and includes the major steps or milestones needed to reach it.
CS_0317,CAR_114,SK_00008,Critical,Yes,No,Project management approaches focusing on iterative development and continuous feedback.
CS_0318,CAR_114,SK_00400,High,Yes,No,"Agile framework for developing, delivering, and sustaining complex products."
CS_0319,CAR_114,SK_00243,High,Yes,No,Proprietary issue tracking product developed by Atlassian for bug tracking and agile project management.
CS_0320,CAR_114,SK_00350,Critical,Yes,No,High-level plan describing what a business hopes to accomplish with its product.
CS_0321,CAR_114,SK_00382,High,Yes,No,Architectural style for designing networked applications and integrating software services.
CS_0322,CAR_114,SK_00435,High,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CS_0323,CAR_114,SK_00046,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0324,CAR_114,SK_00450,High,Yes,Yes,"Process of defining the architecture, modules, interfaces, and data for a system to satisfy specified requirements."
CS_0325,CAR_114,SK_00378,Critical,Yes,No,Process of determining user expectations for a new or modified product.
CS_0326,CAR_114,SK_00387,Critical,Yes,No,Process of creating a strategic plan that defines a goal or desired outcome and includes the major steps or milestones needed to reach it.
CS_0327,CAR_114,SK_00025,High,Yes,No,Process of developing application programming interfaces (APIs) that expose data and application functionality.
CS_0328,CAR_029,SK_00360,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0329,CAR_029,SK_00132,Critical,Yes,Yes,Machine learning approach based on multi-layer neural networks for complex data tasks.
CS_0330,CAR_029,SK_00361,Critical,Yes,Yes,Deep learning framework widely used for developing and training neural network models.
CS_0331,CAR_029,SK_00457,High,Yes,Yes,Open-source machine learning framework for training and deploying deep neural networks.
CS_0332,CAR_029,SK_00323,Critical,Yes,No,Library of programming functions mainly aimed at real-time computer vision.
CS_0333,CAR_029,SK_00222,Critical,Yes,No,"Method to perform some operations on an image, in order to get an enhanced image or to extract some useful information from it."
CS_0334,CAR_029,SK_00319,High,Yes,Yes,Computer vision technique for locating instances of objects in images or videos.
CS_0335,CAR_029,SK_00223,High,Yes,Yes,Process of partitioning a digital image into multiple segments (sets of pixels).
CS_0336,CAR_029,SK_00316,High,Yes,No,Fundamental package for scientific computing with Python supporting large arrays and matrices.
CS_0337,CAR_029,SK_00145,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CS_0338,CAR_029,SK_00189,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CS_0339,CAR_083,SK_00360,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0340,CAR_083,SK_00132,Critical,Yes,Yes,Machine learning approach based on multi-layer neural networks for complex data tasks.
CS_0341,CAR_083,SK_00361,Critical,Yes,Yes,Deep learning framework widely used for developing and training neural network models.
CS_0342,CAR_083,SK_00457,High,Yes,Yes,Open-source machine learning framework for training and deploying deep neural networks.
CS_0343,CAR_083,SK_00255,Critical,Yes,Yes,Advanced AI models trained on massive text datasets to understand and generate human language.
CS_0344,CAR_083,SK_00302,Critical,Yes,Yes,"Subfield of linguistics, computer science, and artificial intelligence concerned with the interactions between computers and human language."
CS_0345,CAR_083,SK_00214,Critical,Yes,Yes,"Library that provides thousands of pretrained models to perform tasks on different modalities such as text, vision, and audio."
CS_0346,CAR_083,SK_00461,High,Yes,No,Machine learning technique that assigns a set of predefined categories to open-ended text.
CS_0347,CAR_083,SK_00301,High,Yes,No,Subtask of information extraction that seeks to locate and classify named entities mentioned in unstructured text.
CS_0348,CAR_083,SK_00316,High,Yes,No,Fundamental package for scientific computing with Python supporting large arrays and matrices.
CS_0349,CAR_083,SK_00145,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CS_0350,CAR_058,SK_00360,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0351,CAR_058,SK_00132,High,Yes,Yes,Machine learning approach based on multi-layer neural networks for complex data tasks.
CS_0352,CAR_058,SK_00361,High,Yes,Yes,Deep learning framework widely used for developing and training neural network models.
CS_0353,CAR_058,SK_00188,Critical,Yes,Yes,"AI systems capable of generating text, images, or other media in response to prompts."
CS_0354,CAR_058,SK_00255,Critical,Yes,Yes,Advanced AI models trained on massive text datasets to understand and generate human language.
CS_0355,CAR_058,SK_00214,High,Yes,Yes,"Library that provides thousands of pretrained models to perform tasks on different modalities such as text, vision, and audio."
CS_0356,CAR_058,SK_00354,Critical,Yes,Yes,Process of structuring text that can be interpreted and understood by a generative AI model.
CS_0357,CAR_058,SK_00254,Critical,Yes,Yes,Framework designed to simplify the creation of applications using large language models.
CS_0358,CAR_058,SK_00139,Medium,Yes,Yes,Class of latent variable models used for generating high-quality images and audio.
CS_0359,CAR_058,SK_00145,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CS_0360,CAR_058,SK_00046,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0361,CAR_075,SK_00360,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0362,CAR_075,SK_00282,Critical,Yes,Yes,"Practices for deploying, monitoring, and maintaining machine learning models in production."
CS_0363,CAR_075,SK_00145,Critical,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CS_0364,CAR_075,SK_00252,Critical,Yes,Yes,"Container orchestration platform for automating application deployment, scaling, and management."
CS_0365,CAR_075,SK_00078,Critical,Yes,No,Continuous integration and continuous deployment practices for automated software delivery.
CS_0366,CAR_075,SK_00046,High,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0367,CAR_075,SK_00458,High,Yes,Yes,"Infrastructure as code software tool for building, changing, and versioning infrastructure safely."
CS_0368,CAR_075,SK_00189,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CS_0369,CAR_075,SK_00281,High,Yes,Yes,Open source platform for the machine learning lifecycle.
CS_0370,CAR_075,SK_00251,High,Yes,Yes,Machine learning toolkit for Kubernetes.
CS_0371,CAR_075,SK_00291,Critical,Yes,Yes,Process of tracking the performance of machine learning models in production.
CS_0372,CAR_023,SK_00046,Critical,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0373,CAR_023,SK_00052,High,Yes,No,Microsoft's public cloud computing platform providing a broad range of cloud services.
CS_0374,CAR_023,SK_00193,Medium,Yes,No,Suite of cloud computing services offered by Google.
CS_0375,CAR_023,SK_00424,Critical,Yes,No,High-level structure of a software system and the discipline of creating such structures.
CS_0376,CAR_023,SK_00450,Critical,Yes,Yes,"Process of defining the architecture, modules, interfaces, and data for a system to satisfy specified requirements."
CS_0377,CAR_023,SK_00279,High,Yes,Yes,Architectural style that structures an application as a collection of loosely coupled services.
CS_0378,CAR_023,SK_00145,High,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CS_0379,CAR_023,SK_00252,High,Yes,Yes,"Container orchestration platform for automating application deployment, scaling, and management."
CS_0380,CAR_023,SK_00458,High,Yes,Yes,"Infrastructure as code software tool for building, changing, and versioning infrastructure safely."
CS_0381,CAR_023,SK_00257,High,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CS_0382,CAR_023,SK_00305,High,Yes,No,Practices and technologies designed to protect the usability and integrity of networks.
CS_0383,CAR_071,SK_00305,Critical,Yes,No,Practices and technologies designed to protect the usability and integrity of networks.
CS_0384,CAR_071,SK_00416,High,Yes,No,Security information and event management for real-time analysis of security alerts.
CS_0385,CAR_071,SK_00404,Critical,Yes,No,"Design artifacts that describe how the security controls are positioned, and how they relate to the overall IT architecture."
CS_0386,CAR_071,SK_00386,Critical,Yes,No,"Identification, evaluation, and prioritization of risks followed by coordinated and economical application of resources."
CS_0387,CAR_071,SK_00090,Critical,Yes,No,Adhering to security standards and regulatory requirements.
CS_0388,CAR_071,SK_00225,Critical,Yes,No,Approach to managing the aftermath of a security breach or cyberattack.
CS_0389,CAR_071,SK_00496,High,Yes,No,"Cyclical practice of identifying, classifying, prioritizing, remediating, and mitigating software vulnerabilities."
CS_0390,CAR_071,SK_00219,High,Yes,No,Framework of policies and technologies for ensuring that the proper people in an enterprise have the appropriate access to technology resources.
CS_0391,CAR_071,SK_00257,Medium,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CS_0392,CAR_071,SK_00046,High,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0393,CAR_084,SK_00305,High,Yes,No,Practices and technologies designed to protect the usability and integrity of networks.
CS_0394,CAR_084,SK_00391,Critical,Yes,No,Process of moving packets across a network from one host to a another.
CS_0395,CAR_084,SK_00080,High,Yes,No,Family of network operating systems used on many Cisco Systems routers and current Cisco network switches.
CS_0396,CAR_084,SK_00177,Critical,Yes,No,Network security system that monitors and controls incoming and outgoing network traffic.
CS_0397,CAR_084,SK_00491,High,Yes,No,Virtual private network that extends a private network across a public network.
CS_0398,CAR_084,SK_00304,High,Yes,No,Use of a system that constantly monitors a computer network for slow or failing components.
CS_0399,CAR_084,SK_00456,Critical,Yes,No,Conceptual model and set of communications protocols used in the Internet and similar computer networks.
CS_0400,CAR_084,SK_00257,Medium,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CS_0401,CAR_084,SK_00505,Medium,Yes,No,Group of operating systems designed by Microsoft that supports enterprise-level management.
CS_0402,CAR_084,SK_00507,High,Yes,No,Free and open-source packet analyzer.
CS_0403,CAR_109,SK_00257,Critical,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CS_0404,CAR_109,SK_00505,Critical,Yes,No,Group of operating systems designed by Microsoft that supports enterprise-level management.
CS_0405,CAR_109,SK_00005,Critical,Yes,No,Directory service developed by Microsoft for Windows domain networks.
CS_0406,CAR_109,SK_00489,High,Yes,No,Cloud computing and virtualization technology company.
CS_0407,CAR_109,SK_00061,High,Yes,No,Command language and Unix shell used for automating system administration tasks.
CS_0408,CAR_109,SK_00346,High,Yes,No,Task automation and configuration management program from Microsoft.
CS_0409,CAR_109,SK_00059,Critical,Yes,No,Process of creating and storing copies of data that can be used to protect organizations against data loss.
CS_0410,CAR_109,SK_00451,High,Yes,No,Process of tracking the resources and performance of a computer system.
CS_0411,CAR_109,SK_00046,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0412,CAR_109,SK_00052,Medium,Yes,No,Microsoft's public cloud computing platform providing a broad range of cloud services.
CS_0413,CAR_068,SK_00505,High,Yes,No,Group of operating systems designed by Microsoft that supports enterprise-level management.
CS_0414,CAR_068,SK_00005,High,Yes,No,Directory service developed by Microsoft for Windows domain networks.
CS_0415,CAR_068,SK_00470,Critical,Yes,No,"Form of problem solving, often applied to repair failed products or processes on a machine or a system."
CS_0416,CAR_068,SK_00210,High,Yes,No,Software that allows businesses to resolve customer queries faster and more efficiently.
CS_0417,CAR_068,SK_00207,High,Yes,No,Process of keeping computer hardware in good working order.
CS_0418,CAR_068,SK_00322,Critical,Yes,No,Management of Microsoft Office 365 services and subscriptions.
CS_0419,CAR_068,SK_00108,Critical,Yes,No,Assistance and advice provided by a company to those people who buy or use its products or services.
CS_0420,CAR_068,SK_00306,High,Yes,No,"Process of measuring, identifying, and resolving network-related issues."
CS_0421,CAR_068,SK_00257,Medium,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CS_0422,CAR_068,SK_00284,Medium,Yes,No,"Administration of mobile devices, such as smartphones, tablet computers and laptops."
CS_0423,CAR_115,SK_00470,Critical,Yes,No,"Form of problem solving, often applied to repair failed products or processes on a machine or a system."
CS_0424,CAR_115,SK_00435,High,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CS_0425,CAR_115,SK_00257,High,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CS_0426,CAR_115,SK_00382,Medium,Yes,No,Architectural style for designing networked applications and integrating software services.
CS_0427,CAR_115,SK_00210,High,Yes,No,Software that allows businesses to resolve customer queries faster and more efficiently.
CS_0428,CAR_115,SK_00306,High,Yes,No,"Process of measuring, identifying, and resolving network-related issues."
CS_0429,CAR_115,SK_00263,Critical,Yes,No,"Process of reviewing, interpreting, and understanding computer-generated records called logs."
CS_0430,CAR_115,SK_00360,Medium,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0431,CAR_115,SK_00046,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0432,CAR_115,SK_00108,Critical,Yes,No,Assistance and advice provided by a company to those people who buy or use its products or services.
CS_0433,CAR_009,SK_00360,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0434,CAR_009,SK_00435,Medium,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CS_0435,CAR_009,SK_00189,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CS_0436,CAR_009,SK_00078,High,Yes,No,Continuous integration and continuous deployment practices for automated software delivery.
CS_0437,CAR_009,SK_00337,High,Yes,No,"Practice of testing a computer system, network or web application to find security vulnerabilities."
CS_0438,CAR_009,SK_00145,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CS_0439,CAR_009,SK_00046,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0440,CAR_009,SK_00305,High,Yes,No,Practices and technologies designed to protect the usability and integrity of networks.
CS_0441,CAR_009,SK_00166,High,Yes,No,Lawful and authorized bypassing of system security to identify potential data breaches.
CS_0442,CAR_009,SK_00382,High,Yes,No,Architectural style for designing networked applications and integrating software services.
CS_0443,CAR_009,SK_00030,Critical,Yes,Yes,Integration of security practices and tools into the software development lifecycle.
CS_0444,CAR_009,SK_00105,Medium,Yes,No,Practice and study of techniques for secure communication in the presence of adversarial behavior.
CS_0445,CAR_009,SK_00329,Critical,Yes,Yes,Knowledge of the Open Worldwide Application Security Project guidelines and top vulnerabilities.
CS_0446,CAR_009,SK_00440,High,Yes,No,Method of computer program debugging that is done by examining the code without executing the program.
CS_0447,CAR_009,SK_00152,High,Yes,No,Testing and evaluation of a program by executing data in real-time.
CS_0448,CAR_070,SK_00360,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0449,CAR_070,SK_00257,Critical,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CS_0450,CAR_070,SK_00305,Critical,Yes,No,Practices and technologies designed to protect the usability and integrity of networks.
CS_0451,CAR_070,SK_00416,Critical,Yes,No,Security information and event management for real-time analysis of security alerts.
CS_0452,CAR_070,SK_00263,High,Yes,No,"Process of reviewing, interpreting, and understanding computer-generated records called logs."
CS_0453,CAR_070,SK_00507,High,Yes,No,Free and open-source packet analyzer.
CS_0454,CAR_070,SK_00266,High,Yes,No,"Study or process of determining the functionality, origin, and potential impact of a given malware sample."
CS_0455,CAR_070,SK_00141,Critical,Yes,No,"Recovery and investigation of material found in digital devices, often in relation to computer crime."
CS_0456,CAR_070,SK_00061,High,Yes,No,Command language and Unix shell used for automating system administration tasks.
CS_0457,CAR_070,SK_00046,Medium,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0458,CAR_070,SK_00464,High,Yes,Yes,Information that allows organizations to understand the risks of the most common and severe external threats.
CS_0459,CAR_031,SK_00360,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0460,CAR_031,SK_00073,High,No,No,General-purpose programming language known for performance and system-level control.
CS_0461,CAR_031,SK_00105,Critical,Yes,Yes,Practice and study of techniques for secure communication in the presence of adversarial behavior.
CS_0462,CAR_031,SK_00270,Critical,Yes,No,Advanced mathematical concepts including number theory and abstract algebra used in algorithm design.
CS_0463,CAR_031,SK_00010,Critical,Yes,No,"Set of instructions designed to perform a specific task, essential for secure data encryption."
CS_0464,CAR_031,SK_00305,High,Yes,No,Practices and technologies designed to protect the usability and integrity of networks.
CS_0465,CAR_031,SK_00340,High,Yes,No,Public Key Infrastructure used to manage digital certificates and public-key encryption.
CS_0466,CAR_031,SK_00405,Critical,Yes,No,Rules and procedures governing the secure exchange of data over a network.
CS_0467,CAR_031,SK_00164,Medium,Yes,Yes,"Decentralized, open-source blockchain with smart contract functionality."
CS_0468,CAR_041,SK_00435,Critical,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CS_0469,CAR_041,SK_00360,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0470,CAR_041,SK_00167,Critical,Yes,No,"Extract, Transform, Load processes for migrating and preparing data for analysis."
CS_0471,CAR_041,SK_00122,Critical,Yes,No,Central repositories of integrated data from one or more disparate sources.
CS_0472,CAR_041,SK_00421,Critical,Yes,Yes,Cloud-based data warehousing platform designed for massive scale and performance.
CS_0473,CAR_041,SK_00046,High,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0474,CAR_041,SK_00052,Medium,Yes,No,Microsoft's public cloud computing platform providing a broad range of cloud services.
CS_0475,CAR_041,SK_00343,High,Yes,No,"Advanced, enterprise-class open-source relational database system."
CS_0476,CAR_041,SK_00117,Critical,Yes,No,Process of creating a conceptual representation of data structures and their relationships.
CS_0477,CAR_041,SK_00024,High,Yes,No,Unified analytics engine for large-scale data processing and distributed computing.
CS_0478,CAR_041,SK_00022,High,Yes,Yes,"Open-source platform created by the community to programmatically author, schedule, and monitor workflows."
CS_0479,CAR_041,SK_00078,Medium,Yes,No,Continuous integration and continuous deployment practices for automated software delivery.
CS_0480,CAR_041,SK_00189,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CS_0481,CAR_014,SK_00360,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0482,CAR_014,SK_00239,High,Yes,No,"High-level, class-based, object-oriented programming language widely used for enterprise applications."
CS_0483,CAR_014,SK_00024,Critical,Yes,Yes,Unified analytics engine for large-scale data processing and distributed computing.
CS_0484,CAR_014,SK_00203,High,Yes,No,Collection of open-source software utilities that facilitate using a network of many computers to solve problems.
CS_0485,CAR_014,SK_00435,Critical,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CS_0486,CAR_014,SK_00046,High,Yes,No,Amazon Web Services cloud computing platform for deploying scalable applications.
CS_0487,CAR_014,SK_00122,High,Yes,No,Central repositories of integrated data from one or more disparate sources.
CS_0488,CAR_014,SK_00167,Critical,Yes,No,"Extract, Transform, Load processes for migrating and preparing data for analysis."
CS_0489,CAR_014,SK_00023,High,Yes,Yes,Distributed event streaming platform used for high-performance data pipelines and streaming analytics.
CS_0490,CAR_014,SK_00292,Medium,Yes,No,NoSQL document database designed for scalability and flexible data schemas.
CS_0491,CAR_014,SK_00257,High,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CS_0492,CAR_014,SK_00145,Medium,Yes,No,Containerization technology used to package applications and dependencies for consistent deployment.
CS_0493,CAR_014,SK_00252,Medium,Yes,Yes,"Container orchestration platform for automating application deployment, scaling, and management."
CS_0494,CAR_018,SK_00435,Critical,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CS_0495,CAR_018,SK_00121,Critical,Yes,No,Graphical representation of information and data to highlight patterns and trends.
CS_0496,CAR_018,SK_00453,Critical,Yes,Yes,Interactive data visualization software focused on business intelligence.
CS_0497,CAR_018,SK_00345,Critical,Yes,Yes,Interactive data visualization software product developed by Microsoft with a primary focus on business intelligence.
CS_0498,CAR_018,SK_00360,High,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0499,CAR_018,SK_00117,High,Yes,No,Process of creating a conceptual representation of data structures and their relationships.
CS_0500,CAR_018,SK_00167,High,Yes,No,"Extract, Transform, Load processes for migrating and preparing data for analysis."
CS_0501,CAR_018,SK_00122,High,Yes,No,Central repositories of integrated data from one or more disparate sources.
CS_0502,CAR_018,SK_00421,Medium,Yes,Yes,Cloud-based data warehousing platform designed for massive scale and performance.
CS_0503,CAR_018,SK_00170,High,Yes,No,Spreadsheet software by Microsoft used for data analysis and visualization.
CS_0504,CAR_018,SK_00443,Medium,Yes,No,"Mathematical science pertaining to the collection, analysis, interpretation, and presentation of data."
CS_0505,CAR_094,SK_00360,Critical,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0506,CAR_094,SK_00073,High,No,No,General-purpose programming language known for performance and system-level control.
CS_0507,CAR_094,SK_00363,High,No,No,Programming language and free software environment for statistical computing and graphics.
CS_0508,CAR_094,SK_00443,Critical,Yes,No,"Mathematical science pertaining to the collection, analysis, interpretation, and presentation of data."
CS_0509,CAR_094,SK_00270,Critical,Yes,No,Advanced mathematical concepts including calculus and linear algebra for financial modeling.
CS_0510,CAR_094,SK_00264,High,Yes,Yes,Methods for building systems that learn patterns from data and make predictions.
CS_0511,CAR_094,SK_00113,Critical,Yes,No,"Process of inspecting, cleansing, transforming, and modeling data to discover useful information."
CS_0512,CAR_094,SK_00435,High,Yes,No,"Query language used to store, retrieve, and analyze structured data in databases."
CS_0513,CAR_094,SK_00010,Critical,Yes,No,"Set of instructions designed to perform a specific task, essential for trading strategies."
CS_0514,CAR_094,SK_00331,High,Yes,No,Data manipulation and analysis library for Python providing high-performance data structures.
CS_0515,CAR_094,SK_00316,High,Yes,No,Fundamental package for scientific computing with Python supporting large arrays and matrices.
CS_0516,CAR_094,SK_00467,Critical,Yes,No,Statistical techniques used to analyze time series data to extract meaningful statistics and characteristics.
CS_0517,CAR_052,SK_00070,Critical,Yes,No,"General-purpose, procedural computer programming language supporting structured programming."
CS_0518,CAR_052,SK_00073,High,No,No,General-purpose programming language known for performance and system-level control.
CS_0519,CAR_052,SK_00156,Critical,Yes,No,Set of language extensions for the C programming language by the C Standards Committee to address commonality issues.
CS_0520,CAR_052,SK_00277,Critical,Yes,No,Small computer on a single metal-oxide-semiconductor integrated circuit chip.
CS_0521,CAR_052,SK_00394,Critical,Yes,No,Real-time operating system intended to serve real-time applications that process data as it comes in.
CS_0522,CAR_052,SK_00360,Medium,Yes,Yes,"General-purpose programming language widely used for AI, machine learning, and backend development."
CS_0523,CAR_052,SK_00189,High,Yes,No,Version control system used for tracking code changes and collaborating on software.
CS_0524,CAR_052,SK_00206,High,Yes,No,Process of finding and resolving defects or problems within a physical hardware system.
CS_0525,CAR_052,SK_00235,Medium,Yes,Yes,"Network of physical objects embedded with sensors, software, and other technologies."
CS_0526,CAR_052,SK_00036,High,Yes,No,Group of 32-bit and 64-bit RISC ARM processor cores licensed by Arm Holdings.
CS_0527,CAR_052,SK_00257,High,Yes,No,"Open-source operating system widely used for servers, cloud infrastructure, and development."
CS_0528,CAR_052,SK_00432,High,Yes,No,Synchronous serial communication interface specifications used for short-distance communication.
CS_0529,CAR_060,SK_00079,Critical,Yes,No,Process of designing electronic circuits to perform specific functions.
